District,School,School Type,Overall Points,Overall Possible,Grade,All Students Participation,Below Proficient Participation,Growth ELA All Students,Growth ELA All Students Possible,Growth Math All Students,Growth Math All Students Possible,Growth Science All Students,Growth Science All Students Possible,Growth ELA Below Proficient,Growth ELA Below Proficient Possible,Growth Math Below Proficient,Growth Math Below Proficient Possible,Growth Science Below Proficient,Growth Science Below Proficient Possible,ELA Proficient,ELA Proficient Possible,Math Proficient,Math Proficient Possible,Science Proficient,Science Proficient Possible,College Career Readiness GRAD,College Career Readiness GRAD Possible,Number of Students Meeting All Four CCR Benchmarks ACT,College Career Readiness ACT Possible
IRON DISTRICT,IRON SPRINGS SCHOOL,Elem/Middle/Jr High School,317,600,B,100%,100%,23,50,29,50,30,50,31,75,51,75,NA,NA,44,100,57,100,52,100,NA,NA,NA,NA
IRON DISTRICT,PAROWAN HIGH,High School Report,490,900,B,99.59%,98.2%,34,50,25,50,34,50,25,50,35,50,34,50,43,100,21,100,59,100,150,150,30,150
IRON DISTRICT,PAROWAN SCHOOL,Elem/Middle/Jr High School,374,600,B,100%,100%,39,50,41,50,31,50,33,50,34,50,34,50,44,100,61,100,57,100,NA,NA,NA,NA
IRON DISTRICT,THREE PEAKS SCHOOL,Elem/Middle/Jr High School,321,600,B,99.69%,100%,23,50,28,50,21,50,50,75,52,75,NA,NA,44,100,56,100,47,100,NA,NA,NA,NA
ITINERIS EARLY COLLEGE HIGH,ITINERIS EARLY COLLEGE HIGH,High School Report,557,900,B,97.37%,94.74%,57,100,79,100,72,100,NA,NA,NA,NA,NA,NA,53,100,44,100,50,100,139,150,63,150
JEFFERSON ACADEMY,JEFFERSON ACADEMY,Elem/Middle/Jr High School,331,600,B,99.92%,100%,28,50,31,50,34,50,26,50,27,50,34,50,45,100,53,100,53,100,NA,NA,NA,NA
JOHN HANCOCK CHARTER SCHOOL,JOHN HANCOCK CHARTER SCHOOL,Elem/Middle/Jr High School,368,600,B,100%,100%,28,50,43,50,33,50,NA,NA,60,75,50,75,44,100,67,100,43,100,NA,NA,NA,NA
JORDAN DISTRICT,BINGHAM HIGH,High School Report,501,900,B,99.78%,99.64%,32,50,28,50,28,50,33,50,39,50,27,50,49,100,27,100,46,100,141,150,51,150
JORDAN DISTRICT,BLUFFDALE SCHOOL,Elem/Middle/Jr High School,285,600,C,99.79%,99.62%,25,50,29,50,30,50,31,50,31,50,33,50,33,100,38,100,35,100,NA,NA,NA,NA
JORDAN DISTRICT,BUTTERFIELD CANYON SCHOOL,Elem/Middle/Jr High School,340,600,B,100%,100%,29,50,32,50,31,50,33,50,36,50,36,50,45,100,47,100,51,100,NA,NA,NA,NA
JORDAN DISTRICT,COLUMBIA SCHOOL,Elem/Middle/Jr High School,225,600,D,100%,100%,29,50,25,50,19,50,32,50,26,50,22,50,21,100,24,100,27,100,NA,NA,NA,NA
JORDAN DISTRICT,COPPER CANYON SCHOOL,Elem/Middle/Jr High School,321,600,B,100%,100%,32,50,34,50,32,50,36,50,35,50,33,50,33,100,42,100,44,100,NA,NA,NA,NA
JORDAN DISTRICT,COPPER HILLS HIGH,High School Report,465,900,B,99.96%,100%,37,50,35,50,30,50,38,50,36,50,32,50,41,100,27,100,34,100,126,150,29,150
JORDAN DISTRICT,COPPER MOUNTAIN MIDDLE,Elem/Middle/Jr High School,377,600,B,99.94%,99.76%,33,50,38,50,38,50,29,50,36,50,38,50,50,100,51,100,64,100,NA,NA,NA,NA
JORDAN DISTRICT,DAYBREAK SCHOOL,Elem/Middle/Jr High School,353,600,B,100%,100%,35,50,35,50,31,50,32,50,38,50,37,50,47,100,47,100,51,100,NA,NA,NA,NA
JORDAN DISTRICT,EASTLAKE SCHOOL,Elem/Middle/Jr High School,338,600,B,100%,100%,32,50,27,50,31,50,32,50,23,50,34,50,55,100,51,100,53,100,NA,NA,NA,NA
JORDAN DISTRICT,ELK MEADOWS SCHOOL,Elem/Middle/Jr High School,291,600,C,100%,100%,30,50,29,50,25,50,31,50,27,50,24,50,40,100,40,100,45,100,NA,NA,NA,NA
JORDAN DISTRICT,ELK RIDGE MIDDLE,Elem/Middle/Jr High School,324,600,B,99.76%,99.35%,30,50,32,50,30,50,36,50,31,50,29,50,40,100,42,100,54,100,NA,NA,NA,NA
JORDAN DISTRICT,FALCON RIDGE SCHOOL,Elem/Middle/Jr High School,312,600,B,100%,100%,31,50,31,50,33,50,33,50,29,50,35,50,38,100,38,100,44,100,NA,NA,NA,NA
JORDAN DISTRICT,FOOTHILLS SCHOOL,Elem/Middle/Jr High School,343,600,B,100%,100%,34,50,32,50,27,50,36,50,34,50,31,50,50,100,52,100,47,100,NA,NA,NA,NA
JORDAN DISTRICT,FORT HERRIMAN MIDDLE,Elem/Middle/Jr High School,389,600,A,99.95%,100%,36,50,35,50,39,50,39,50,38,50,41,50,49,100,47,100,65,100,NA,NA,NA,NA
JORDAN DISTRICT,FOX HOLLOW SCHOOL,Elem/Middle/Jr High School,323,600,B,99.78%,100%,28,50,26,50,35,50,35,50,29,50,38,50,43,100,47,100,42,100,NA,NA,NA,NA
JORDAN DISTRICT,HAYDEN PEAK SCHOOL,Elem/Middle/Jr High School,285,600,C,99.94%,100%,31,50,27,50,24,50,32,50,30,50,25,50,40,100,42,100,34,100,NA,NA,NA,NA
JORDAN DISTRICT,HEARTLAND SCHOOL,Elem/Middle/Jr High School,310,600,B,100%,100%,33,50,32,50,36,50,32,50,34,50,36,50,34,100,37,100,36,100,NA,NA,NA,NA
JORDAN DISTRICT,HERRIMAN HIGH,High School Report,456,900,B,99.04%,97.06%,30,50,31,50,27,50,30,50,35,50,30,50,42,100,26,100,38,100,135,150,32,150
JORDAN DISTRICT,HERRIMAN SCHOOL,Elem/Middle/Jr High School,355,600,B,100%,100%,35,50,33,50,33,50,37,50,36,50,33,50,46,100,48,100,54,100,NA,NA,NA,NA
JORDAN DISTRICT,JOEL P JENSEN MIDDLE,Elem/Middle/Jr High School,237,600,C,99.64%,99.7%,29,50,23,50,25,50,30,50,26,50,24,50,27,100,23,100,30,100,NA,NA,NA,NA
JORDAN DISTRICT,JORDAN HILLS SCHOOL,Elem/Middle/Jr High School,257,600,C,99.91%,100%,28,50,24,50,21,50,27,50,20,50,15,50,38,100,38,100,46,100,NA,NA,NA,NA
JORDAN DISTRICT,JORDAN RIDGE SCHOOL,Elem/Middle/Jr High School,439,600,A,100%,100%,39,50,38,50,35,50,43,50,40,50,38,50,65,100,68,100,73,100,NA,NA,NA,NA
JORDAN DISTRICT,KAURI SUE HAMILTON,Elem/Middle/Jr High School,310,600,B,100%,100%,24,50,21,50,24,50,23,50,26,50,32,50,63,100,35,100,62,100,NA,NA,NA,NA
JORDAN DISTRICT,KAURI SUE HAMILTON,High School Report,0,0,,100%,100%,28,50,21,50,26,50,23,50,24,50,30,50,64,100,47,100,60,100,NA,NA,NA,NA
JORDAN DISTRICT,MAJESTIC SCHOOL,Elem/Middle/Jr High School,311,600,B,99.62%,98.44%,29,50,34,50,39,50,28,50,35,50,36,50,35,100,38,100,37,100,NA,NA,NA,NA
JORDAN DISTRICT,MIDAS CREEK SCHOOL,Elem/Middle/Jr High School,345,600,B,100%,100%,33,50,35,50,28,50,37,50,31,50,33,50,48,100,47,100,53,100,NA,NA,NA,NA
JORDAN DISTRICT,MONTE VISTA SCHOOL,Elem/Middle/Jr High School,377,600,B,100%,100%,37,50,37,50,33,50,42,50,37,50,35,50,49,100,55,100,52,100,NA,NA,NA,NA
JORDAN DISTRICT,MOUNTAIN SHADOWS SCHOOL,Elem/Middle/Jr High School,267,600,C,99.71%,99.71%,29,50,29,50,26,50,31,50,32,50,28,50,30,100,33,100,29,100,NA,NA,NA,NA
JORDAN DISTRICT,OAKCREST SCHOOL,Elem/Middle/Jr High School,247,600,C,100%,100%,27,50,19,50,18,50,29,50,24,50,18,50,37,100,35,100,40,100,NA,NA,NA,NA
JORDAN DISTRICT,OQUIRRH HILLS MIDDLE,Elem/Middle/Jr High School,383,600,A,99.78%,99.54%,39,50,40,50,30,50,30,50,39,50,33,50,59,100,60,100,53,100,NA,NA,NA,NA
JORDAN DISTRICT,OQUIRRH SCHOOL,Elem/Middle/Jr High School,323,600,B,99.7%,98.7%,35,50,32,50,38,50,37,50,33,50,35,50,36,100,38,100,39,100,NA,NA,NA,NA
JORDAN DISTRICT,RIVERS EDGE SCHOOL,High School Report,0,0,,96.97%,91.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,300,NA,NA,NA,NA
JORDAN DISTRICT,RIVERSIDE SCHOOL,Elem/Middle/Jr High School,290,600,C,100%,100%,31,50,32,50,35,50,30,50,31,50,34,50,36,100,34,100,27,100,NA,NA,NA,NA
JORDAN DISTRICT,RIVERTON HIGH,High School Report,505,900,B,99.95%,100%,32,50,32,50,34,50,26,50,43,50,37,50,48,100,34,100,47,100,138,150,34,150
JORDAN DISTRICT,RIVERTON SCHOOL,Elem/Middle/Jr High School,319,600,B,100%,100%,30,50,30,50,31,50,30,50,26,50,30,50,46,100,47,100,49,100,NA,NA,NA,NA
JORDAN DISTRICT,ROSAMOND SCHOOL,Elem/Middle/Jr High School,328,600,B,100%,100%,33,50,36,50,34,50,32,50,28,50,37,50,36,100,45,100,47,100,NA,NA,NA,NA
JORDAN DISTRICT,ROSE CREEK SCHOOL,Elem/Middle/Jr High School,315,600,B,100%,100%,35,50,34,50,24,50,32,50,31,50,22,50,49,100,44,100,44,100,NA,NA,NA,NA
JORDAN DISTRICT,SILVER CREST SCHOOL,Elem/Middle/Jr High School,285,600,C,100%,100%,26,50,26,50,27,50,30,50,26,50,34,50,38,100,41,100,37,100,NA,NA,NA,NA
JORDAN DISTRICT,SOUTH HILLS MIDDLE,Elem/Middle/Jr High School,384,600,A,99.9%,99.61%,40,50,36,50,37,50,43,50,38,50,40,50,52,100,40,100,58,100,NA,NA,NA,NA
JORDAN DISTRICT,SOUTH JORDAN MIDDLE,Elem/Middle/Jr High School,341,600,B,99.9%,100%,31,50,29,50,28,50,31,50,31,50,32,50,52,100,48,100,59,100,NA,NA,NA,NA
JORDAN DISTRICT,SOUTH JORDAN SCHOOL,Elem/Middle/Jr High School,370,600,B,99.94%,99.44%,36,50,31,50,31,50,42,50,34,50,28,50,57,100,52,100,59,100,NA,NA,NA,NA
JORDAN DISTRICT,SOUTHLAND SCHOOL,Elem/Middle/Jr High School,338,600,B,100%,100%,31,50,35,50,28,50,31,50,35,50,31,50,42,100,50,100,55,100,NA,NA,NA,NA
JORDAN DISTRICT,SUNSET RIDGE MIDDLE,Elem/Middle/Jr High School,317,600,B,99.71%,99.81%,32,50,33,50,35,50,34,50,34,50,35,50,37,100,33,100,44,100,NA,NA,NA,NA
JORDAN DISTRICT,TERRA LINDA SCHOOL,Elem/Middle/Jr High School,292,600,C,99.89%,99.46%,29,50,28,50,31,50,26,50,27,50,29,50,35,100,40,100,47,100,NA,NA,NA,NA
JORDAN DISTRICT,WELBY SCHOOL,Elem/Middle/Jr High School,333,600,B,99.87%,100%,32,50,33,50,31,50,34,50,30,50,29,50,46,100,47,100,51,100,NA,NA,NA,NA
JORDAN DISTRICT,WEST HILLS MIDDLE,Elem/Middle/Jr High School,304,600,B,99.41%,99.16%,33,50,31,50,31,50,33,50,31,50,26,50,39,100,34,100,46,100,NA,NA,NA,NA
JORDAN DISTRICT,WEST JORDAN HIGH,High School Report,401,900,C,98.83%,98.92%,29,50,34,50,31,50,29,50,40,50,30,50,28,100,20,100,27,100,110,150,23,150
JORDAN DISTRICT,WEST JORDAN MIDDLE,Elem/Middle/Jr High School,303,600,B,99.21%,97.84%,36,50,30,50,32,50,36,50,35,50,34,50,40,100,26,100,34,100,NA,NA,NA,NA
JORDAN DISTRICT,WEST JORDAN SCHOOL,Elem/Middle/Jr High School,261,600,C,99.75%,99.13%,27,50,30,50,33,50,26,50,26,50,38,50,25,100,30,100,26,100,NA,NA,NA,NA
JORDAN DISTRICT,WESTLAND SCHOOL,Elem/Middle/Jr High School,320,600,B,100%,100%,30,50,27,50,26,50,27,50,24,50,32,50,50,100,51,100,53,100,NA,NA,NA,NA
JORDAN DISTRICT,WESTVALE SCHOOL,Elem/Middle/Jr High School,304,600,B,100%,100%,33,50,32,50,29,50,32,50,31,50,26,50,39,100,45,100,37,100,NA,NA,NA,NA
JUAB DISTRICT,JUAB HIGH,High School Report,505,900,B,99.85%,100%,31,50,35,50,36,50,25,50,40,50,34,50,39,100,40,100,50,100,144,150,31,150
JUAB DISTRICT,JUAB JR HIGH,Elem/Middle/Jr High School,321,600,B,100%,100%,37,50,23,50,29,50,43,50,22,50,32,50,54,100,38,100,43,100,NA,NA,NA,NA
JUAB DISTRICT,MONA SCHOOL,Elem/Middle/Jr High School,392,600,A,100%,100%,38,50,46,50,38,50,30,50,44,50,32,50,50,100,61,100,53,100,NA,NA,NA,NA
JUAB DISTRICT,NEBO VIEW SCHOOL,Elem/Middle/Jr High School,318,600,B,100%,100%,33,50,37,50,31,50,24,50,25,50,28,50,43,100,44,100,53,100,NA,NA,NA,NA
JUAB DISTRICT,RED CLIFF SCHOOL,Elem/Middle/Jr High School,309,600,B,99.49%,100%,28,50,36,50,35,50,23,50,30,50,36,50,40,100,42,100,39,100,NA,NA,NA,NA
KANE DISTRICT,BIG WATER SCHOOL,Elem/Middle/Jr High School,254,600,C,100%,100%,86,150,64,150,NA,NA,NA,NA,NA,NA,NA,NA,29,100,42,100,33,100,NA,NA,NA,NA
KANE DISTRICT,BIG WATER SCHOOL,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,100,40,100,10,100,NA,NA,NA,NA
KANE DISTRICT,KANAB HIGH,High School Report,376,900,D,99.64%,100%,17,50,26,50,23,50,20,75,NA,NA,33,75,22,100,30,100,43,100,142,150,20,150
KANE DISTRICT,KANAB MIDDLE,Elem/Middle/Jr High School,302,600,C,100%,100%,34,50,27,50,18,50,55,75,NA,NA,25,75,52,100,49,100,42,100,NA,NA,NA,NA
KANE DISTRICT,KANAB SCHOOL,Elem/Middle/Jr High School,352,600,B,100%,100%,30,50,27,50,40,50,28,50,29,50,41,50,48,100,53,100,56,100,NA,NA,NA,NA
KANE DISTRICT,LAKE POWELL HIGH SCHOOL,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,100,20,100,21,100,NA,NA,NA,NA
KANE DISTRICT,VALLEY HIGH,High School Report,480,900,B,100%,100%,31,50,28,50,27,50,NA,NA,NA,NA,96,150,48,100,35,100,34,100,143,150,38,150
KANE DISTRICT,VALLEY SCHOOL,Elem/Middle/Jr High School,291,600,C,100%,100%,54,100,51,100,45,100,NA,NA,NA,NA,NA,NA,45,100,42,100,54,100,NA,NA,NA,NA
KARL G MAESER PREPARATORY ACADEMY,KARL G MAESER PREPARATORY ACADEMY,High School Report,560,900,B,99.67%,100%,33,50,35,50,33,50,28,50,32,50,30,50,56,100,52,100,61,100,105,150,95,150
LAKEVIEW ACADEMY,LAKEVIEW ACADEMY,Elem/Middle/Jr High School,332,600,B,100%,100%,25,50,32,50,32,50,33,50,32,50,37,50,40,100,48,100,53,100,NA,NA,NA,NA
LEADERSHIP LEARNING ACADEMY,LEADERSHIP LEARNING ACADEMY,Elem/Middle/Jr High School,334,600,B,100%,100%,39,50,26,50,27,50,39,50,39,50,23,50,48,100,40,100,53,100,NA,NA,NA,NA
LEGACY PREPARATORY ACADEMY,LEGACY PREPARATORY ACADEMY,Elem/Middle/Jr High School,345,600,B,99.75%,98.81%,29,50,31,50,32,50,33,50,36,50,32,50,48,100,50,100,54,100,NA,NA,NA,NA
LEGACY PREPARATORY ACADEMY,LEGACY PREPARATORY ACADEMY,High School Report,541,900,B,100%,100%,38,50,41,50,37,50,NA,NA,NA,NA,105,150,55,100,44,100,66,100,112,150,43,150
LIBERTY ACADEMY,LIBERTY ACADEMY,Elem/Middle/Jr High School,235,600,C,99.48%,99.19%,27,50,22,50,27,50,21,50,19,50,22,50,36,100,27,100,34,100,NA,NA,NA,NA
LINCOLN ACADEMY,LINCOLN ACADEMY,Elem/Middle/Jr High School,290,600,C,99.76%,100%,26,50,24,50,23,50,35,50,30,50,21,50,45,100,38,100,48,100,NA,NA,NA,NA
LOGAN CITY DISTRICT,ADAMS SCHOOL,Elem/Middle/Jr High School,349,600,B,100%,100%,35,50,37,50,33,50,37,50,37,50,40,50,44,100,52,100,34,100,NA,NA,NA,NA
LOGAN CITY DISTRICT,BRIDGER SCHOOL,Elem/Middle/Jr High School,296,600,C,100%,100%,31,50,34,50,35,50,29,50,33,50,33,50,27,100,40,100,34,100,NA,NA,NA,NA
LOGAN CITY DISTRICT,ELLIS SCHOOL,Elem/Middle/Jr High School,365,600,B,99.32%,98.28%,36,50,38,50,27,50,36,50,24,50,35,50,59,100,59,100,51,100,NA,NA,NA,NA
LOGAN CITY DISTRICT,HILLCREST SCHOOL,Elem/Middle/Jr High School,316,600,B,99.83%,100%,31,50,25,50,33,50,24,50,28,50,34,50,49,100,45,100,47,100,NA,NA,NA,NA
LOGAN CITY DISTRICT,LOGAN HIGH,High School Report,477,900,B,97.34%,95.33%,26,50,29,50,33,50,30,50,32,50,34,50,39,100,33,100,50,100,121,150,50,150
LOGAN CITY DISTRICT,MOUNT LOGAN MIDDLE,Elem/Middle/Jr High School,271,600,C,98.68%,97.11%,21,50,24,50,30,50,22,50,30,50,27,50,36,100,35,100,46,100,NA,NA,NA,NA
LOGAN CITY DISTRICT,WILSON SCHOOL,Elem/Middle/Jr High School,300,600,C,100%,100%,21,50,28,50,32,50,17,50,32,50,31,50,42,100,56,100,41,100,NA,NA,NA,NA
LOGAN CITY DISTRICT,WOODRUFF SCHOOL,Elem/Middle/Jr High School,360,600,B,99.66%,97.92%,31,50,31,50,34,50,33,50,32,50,46,50,50,100,52,100,51,100,NA,NA,NA,NA
MANA ACADEMY CHARTER SCHOOL,MANA ACADEMY CHARTER SCHOOL,Elem/Middle/Jr High School,125,600,F,48.2%,48.15%,7,50,18,50,15,50,8,50,19,50,7,50,16,100,18,100,17,100,NA,NA,NA,NA
MARIA MONTESSORI ACADEMY,MARIA MONTESSORI ACADEMY,Elem/Middle/Jr High School,278,600,C,100%,100%,28,50,31,50,33,50,29,50,33,50,34,50,33,100,21,100,36,100,NA,NA,NA,NA
MERIT COLLEGE PREPARATORY ACADEMY,MERIT COLLEGE PREPARATORY ACADEMY,High School Report,435,900,C,98.66%,98.44%,27,50,37,50,36,50,NA,NA,NA,NA,94,150,37,100,38,100,47,100,69,150,50,150
MILLARD DISTRICT,DELTA HIGH,High School Report,480,900,B,98.88%,98.5%,38,50,33,50,38,50,34,50,28,50,35,50,36,100,30,100,44,100,131,150,33,150
MILLARD DISTRICT,DELTA MIDDLE,Elem/Middle/Jr High School,273,600,C,99.8%,100%,23,50,35,50,31,50,23,50,32,50,32,50,26,100,34,100,37,100,NA,NA,NA,NA
MILLARD DISTRICT,DELTA SCHOOL,Elem/Middle/Jr High School,250,600,C,100%,100%,31,75,49,75,NA,NA,32,75,38,75,NA,NA,27,100,40,100,33,100,NA,NA,NA,NA
MILLARD DISTRICT,ESKDALE HIGH,High School Report,0,0,,100%,100%,138,150,138,150,NA,NA,NA,NA,NA,NA,NA,NA,50,100,50,100,83,100,NA,NA,NA,NA
MILLARD DISTRICT,FILLMORE MIDDLE,Elem/Middle/Jr High School,337,600,B,99.47%,100%,31,50,35,50,33,50,29,50,37,50,37,50,41,100,44,100,50,100,NA,NA,NA,NA
MILLARD DISTRICT,FILLMORE SCHOOL,Elem/Middle/Jr High School,294,600,C,99.32%,100%,33,75,48,75,NA,NA,50,75,46,75,NA,NA,38,100,43,100,36,100,NA,NA,NA,NA
MILLARD DISTRICT,GARRISON 7 & 8TH,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,100,30,100,20,100,NA,NA,NA,NA
MILLARD DISTRICT,MILLARD HIGH,High School Report,426,900,C,99.26%,99.04%,37,50,32,50,27,50,23,50,30,50,23,50,38,100,19,100,34,100,142,150,21,150
MOAB CHARTER SCHOOL,MOAB CHARTER SCHOOL,Elem/Middle/Jr High School,352,600,B,100%,100%,36,50,36,50,20,50,NA,NA,109,150,NA,NA,57,100,56,100,38,100,NA,NA,NA,NA
MONTICELLO ACADEMY,MONTICELLO ACADEMY,Elem/Middle/Jr High School,290,600,C,100%,100%,37,50,24,50,32,50,34,50,24,50,31,50,45,100,26,100,37,100,NA,NA,NA,NA
MORGAN DISTRICT,MORGAN HIGH,High School Report,490,900,B,99.12%,95.06%,24,50,30,50,34,50,18,50,26,50,15,50,43,100,36,100,72,100,140,150,52,150
MORGAN DISTRICT,MORGAN MIDDLE,Elem/Middle/Jr High School,335,600,B,99.57%,97.52%,30,50,22,50,30,50,39,50,29,50,32,50,50,100,47,100,56,100,NA,NA,NA,NA
MORGAN DISTRICT,MORGAN SCHOOL,Elem/Middle/Jr High School,309,600,C,97.91%,94.38%,32,50,31,50,22,50,27,50,24,50,21,50,46,100,52,100,54,100,NA,NA,NA,NA
MORGAN DISTRICT,MOUNTAIN GREEN SCHOOL,Elem/Middle/Jr High School,415,600,A,100%,100%,33,50,34,50,21,50,61,75,61,75,NA,NA,60,100,72,100,73,100,NA,NA,NA,NA
MOUNTAIN HEIGHTS ACADEMY,MOUNTAIN HEIGHTS ACADEMY,High School Report,414,900,C,97.55%,96.33%,22,50,27,50,28,50,34,50,32,50,36,50,32,100,25,100,49,100,66,150,63,150
MOUNTAINVILLE ACADEMY,MOUNTAINVILLE ACADEMY,Elem/Middle/Jr High School,317,600,B,99.84%,99.33%,24,50,29,50,34,50,28,50,32,50,34,50,39,100,47,100,50,100,NA,NA,NA,NA
MURRAY DISTRICT,GRANT SCHOOL,Elem/Middle/Jr High School,341,600,B,99.55%,98.65%,35,50,31,50,31,50,39,50,25,50,30,50,56,100,49,100,45,100,NA,NA,NA,NA
MURRAY DISTRICT,HILLCREST JR HIGH,Elem/Middle/Jr High School,331,600,B,99.59%,98.86%,36,50,33,50,31,50,39,50,33,50,29,50,48,100,35,100,47,100,NA,NA,NA,NA
MURRAY DISTRICT,HORIZON SCHOOL,Elem/Middle/Jr High School,332,600,B,98.98%,99.17%,31,50,33,50,28,50,37,50,41,50,28,50,37,100,53,100,44,100,NA,NA,NA,NA
MURRAY DISTRICT,LIBERTY SCHOOL,Elem/Middle/Jr High School,311,600,B,100%,100%,29,50,29,50,28,50,39,50,30,50,33,50,39,100,39,100,45,100,NA,NA,NA,NA
MURRAY DISTRICT,LONGVIEW SCHOOL,Elem/Middle/Jr High School,374,600,B,100%,100%,38,50,31,50,33,50,40,50,32,50,32,50,58,100,50,100,60,100,NA,NA,NA,NA
MURRAY DISTRICT,MCMILLAN SCHOOL,Elem/Middle/Jr High School,395,600,A,99.57%,100%,38,50,33,50,35,50,44,50,38,50,25,50,62,100,56,100,64,100,NA,NA,NA,NA
MURRAY DISTRICT,MURRAY HIGH,High School Report,473,900,B,99.56%,99.1%,34,50,27,50,38,50,34,50,35,50,31,50,42,100,20,100,44,100,128,150,40,150
MURRAY DISTRICT,PARKSIDE SCHOOL,Elem/Middle/Jr High School,324,600,B,96.18%,95.39%,33,50,36,50,39,50,37,50,36,50,36,50,31,100,33,100,43,100,NA,NA,NA,NA
MURRAY DISTRICT,RIVERVIEW JR HIGH,Elem/Middle/Jr High School,324,600,B,99.9%,99.66%,37,50,28,50,26,50,35,50,34,50,31,50,50,100,37,100,46,100,NA,NA,NA,NA
MURRAY DISTRICT,VIEWMONT SCHOOL,Elem/Middle/Jr High School,300,600,C,98.11%,99.08%,25,50,27,50,30,50,38,50,28,50,31,50,39,100,38,100,44,100,NA,NA,NA,NA
NAVIGATOR POINTE ACADEMY,NAVIGATOR POINTE ACADEMY,Elem/Middle/Jr High School,351,600,B,99.03%,98.63%,31,50,36,50,34,50,35,50,30,50,38,50,46,100,51,100,50,100,NA,NA,NA,NA
NEBO DISTRICT,ART CITY SCHOOL,Elem/Middle/Jr High School,369,600,B,99.89%,100%,39,50,29,50,38,50,38,50,27,50,42,50,55,100,49,100,52,100,NA,NA,NA,NA
NEBO DISTRICT,BARNETT SCHOOL,Elem/Middle/Jr High School,297,600,C,100%,100%,33,50,33,50,28,50,33,50,35,50,28,50,38,100,33,100,36,100,NA,NA,NA,NA
NEBO DISTRICT,BROCKBANK SCHOOL,Elem/Middle/Jr High School,325,600,B,100%,100%,39,50,25,50,30,50,39,50,26,50,30,50,49,100,37,100,50,100,NA,NA,NA,NA
NEBO DISTRICT,BROOKSIDE SCHOOL,Elem/Middle/Jr High School,289,600,C,100%,100%,27,50,27,50,21,50,27,50,35,50,20,50,41,100,45,100,46,100,NA,NA,NA,NA
NEBO DISTRICT,CANYON SCHOOL,Elem/Middle/Jr High School,292,600,C,100%,100%,28,50,28,50,24,50,24,50,32,50,19,50,43,100,41,100,53,100,NA,NA,NA,NA
NEBO DISTRICT,CHERRY CREEK SCHOOL,Elem/Middle/Jr High School,286,600,C,100%,100%,30,50,26,50,34,50,31,50,27,50,33,50,33,100,30,100,42,100,NA,NA,NA,NA
NEBO DISTRICT,DIAMOND FORK JUNIOR HIGH,Elem/Middle/Jr High School,320,600,B,99.51%,98.9%,32,50,33,50,28,50,31,50,31,50,33,50,46,100,42,100,44,100,NA,NA,NA,NA
NEBO DISTRICT,EAST MEADOWS SCHOOL,Elem/Middle/Jr High School,343,600,B,100%,100%,35,50,27,50,32,50,33,50,30,50,34,50,50,100,42,100,60,100,NA,NA,NA,NA
NEBO DISTRICT,FOOTHILLS SCHOOL,Elem/Middle/Jr High School,328,600,B,100%,100%,33,50,29,50,28,50,38,50,32,50,24,50,50,100,45,100,49,100,NA,NA,NA,NA
NEBO DISTRICT,GOSHEN SCHOOL,Elem/Middle/Jr High School,364,600,B,100%,100%,34,50,30,50,37,50,40,50,37,50,34,50,48,100,46,100,58,100,NA,NA,NA,NA
NEBO DISTRICT,HOBBLE CREEK SCHOOL,Elem/Middle/Jr High School,353,600,B,100%,100%,35,50,23,50,24,50,45,50,27,50,27,50,62,100,52,100,58,100,NA,NA,NA,NA
NEBO DISTRICT,LARSEN SCHOOL,Elem/Middle/Jr High School,291,600,C,100%,100%,30,50,34,50,27,50,28,50,38,50,29,50,31,100,31,100,43,100,NA,NA,NA,NA
NEBO DISTRICT,MAPLE MOUNTAIN HIGH,High School Report,514,900,B,99.78%,98.8%,34,50,22,50,33,50,47,75,NA,NA,45,75,57,100,26,100,48,100,146,150,56,150
NEBO DISTRICT,MAPLETON JUNIOR HIGH,Elem/Middle/Jr High School,299,600,C,99.89%,100%,30,50,27,50,27,50,24,50,28,50,22,50,50,100,43,100,48,100,NA,NA,NA,NA
NEBO DISTRICT,MAPLETON SCHOOL,Elem/Middle/Jr High School,342,600,B,100%,100%,33,50,33,50,29,50,33,50,27,50,34,50,49,100,49,100,55,100,NA,NA,NA,NA
NEBO DISTRICT,MT LOAFER SCHOOL,Elem/Middle/Jr High School,338,600,B,100%,100%,35,50,29,50,25,50,43,50,25,50,34,50,46,100,44,100,57,100,NA,NA,NA,NA
NEBO DISTRICT,MT. NEBO JUNIOR HIGH,Elem/Middle/Jr High School,251,600,C,99.95%,99.8%,21,50,26,50,30,50,20,50,32,50,29,50,25,100,28,100,40,100,NA,NA,NA,NA
NEBO DISTRICT,OAKRIDGE SCHOOL,Elem/Middle/Jr High School,417,600,A,100%,100%,62,100,54,100,70,100,NA,NA,NA,NA,NA,NA,85,100,69,100,77,100,NA,NA,NA,NA
